annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2018-2019;501305;;MOLLARD;Matt;M;2000-08-16;FR;35740;Pacé;France;Non;En Terminale;B644423152B;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;279846;;MOLLET;Troy;M;2000-12-11;FR;29200;Brest;France;Non;En Terminale;S231311258G;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;1175748;;MONIER;Cleveland;M;1999-08-22;FR;49300;Cholet;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;J635223854F;I.U.T;I.U.T de Lannion;Lannion;22;France;1ère année d'études supérieures;DUT;DUT - Production;;Informatique;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis sans mention;07/2017   
2018-2019;290492;;MONIN;Bud;M;2000-09-19;FR;35000;Rennes;France;Non;En Terminale;G307184327G;Lycée à classe postbac;Lycée Jean Mace;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;571145;;MONNET;Heather;F;2000-07-29;FR;29150;Châteaulin;France;Non;En Terminale;O875674185Q;Lycée à classe postbac;Lycée St Louis;Châteaulin;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;510949;;MONNOT;Cade;M;1999-05-05;FR;56400;Plougoumelen;France;Non;En Terminale;I449139744G;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;STMG;;Gestion et Finance;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Gestion et Finance;;
2018-2019;1187835;;MONNOT;Eustache;M;1999-10-06;FR;22250;Eréac;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;M415232679S;I.U.T;I.U.T. La Rochelle;La Rochelle;17;France;1ère année d'études supérieures;DUT;DUT - Production;;Informatique;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;07/2017   
2018-2019;1249928;;MONTEIL;Lex;M;1998-01-15;FR;56270;Ploemeur;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;Y571824231Y;Ecole;Polytech Nantes;Nantes;44;France;2nd année d'études supérieures;Formations d'ingénieurs;PEIP;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;07/2016   
2018-2019;876211;;MONTEIRO;Kemp;M;2000-09-14;FR;56700;Hennebont;France;Non;En Terminale;W357810961B;Lycée sans classe postbac;Lycée Notre Dame Du Voeu;Hennebont;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1033124;;MOREIRA;Alphonse;M;1998-01-12;FR;56890;Saint-Avé;France;Non;Scolarisé dans le supérieur en France;U753564457M;Université;Université de Rennes 1;Rennes;35;France;1ère année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;PACES - Médecine, Pharmacie, Odontologie (dentiste), Maïeutique (sage-femmes);;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis sans mention;07/2017   
2018-2019;209947;;MOREIRA;Matthew;M;1999-07-16;FR;29260;Kernouës;France;Non;En Terminale;Y954588340E;Lycée sans classe postbac;Lycée St Francois - Notre Dame;Lesneven;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;394594;;MORET;Benny;M;2000-01-13;FR;35740;Pacé;France;Non;En Terminale;H677447363X;Lycée à classe postbac;Lycée St Martin;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;519906;;MORET;Blaze;M;2000-07-04;FR;35410;Domloup;France;Non;En Terminale;S167355266S;Lycée à classe postbac;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;277808;;MORICE;Buck;M;2000-09-10;FR;56270;Ploemeur;France;Non;En Terminale;W278469424B;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2018-2019;436596;;MORICE;Denzil;M;1999-09-20;FR;22730;Trégastel;France;Non;En Terminale;R287133151O;Lycée sans classe postbac;Lycée professionnel Felix Le Dantec;Lannion;22;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
2018-2019;332296;;MORICE;Donnie;M;2000-03-18;FR;29760;Penmarch;France;Oui;En Terminale;C643388748J;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;182276;;MORIN;Digby;M;1999-01-05;FR;56370;Sarzeau;France;Non;En Terminale;Q583751847N;Lycée à classe postbac;Lycée St Paul;Vannes;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;234581;;MORISSET;Alfred;M;2000-11-10;FR;50120;Cherbourg-en-Cotentin;France;Non;En Terminale;R521378026V;Lycée à classe postbac;Lycée Jean-Francois Millet;Octeville;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;501378;;MORVAN;Carter;M;1999-11-15;FR;35740;Pacé;France;Non;En Terminale;M211954343G;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;1126782;;MORVAN;Lawrie;F;1998-11-11;FR;44600;Saint-Nazaire;France;Non;Scolarisé dans le supérieur en France;O954508274H;Université;Université de Nantes;Nantes;44;France;2nd année d'études supérieures;Licences;Licence - Arts-lettres-langues;;Langues, littératures & civilisations étrangères et régionales;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis sans mention;07/2016   
2018-2019;501223;;MOTTE;Marlin;M;2000-05-09;FR;35200;Rennes;France;Non;En Terminale;O857834276J;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;741189;;MOUGIN;Zak;M;1999-10-24;FR;72220;Saint-Mars-d'Outillé;France;Non;En Terminale;O222529065E;Lycée à classe postbac;LPO SAINT-CHARLES SAINTE-CROIX;Le Mans;72;France;Terminale;Terminale;STMG;;Systèmes d'information et de gestion;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Systèmes d'information et de gestion;;
2018-2019;501577;;MOUSSET;Thad;M;2000-05-07;FR;35000;Rennes;France;Oui;En Terminale;S902011463P;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;232259;;MUGNIER;Casimir;M;2001-11-23;FR;29000;Quimper;France;Non;En Terminale;B354857514S;Lycée à classe postbac;Lycée Ste Therese;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1178566;;MUNIER;Tarquin;M;1998-03-07;FR;61800;Chanu;France;Non;Scolarisé dans le supérieur en France;C588971576F;Université;Université de Rennes 1;Rennes;35;France;1ère année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;Informatique;;;Bac français obtenu;Economique et social;;Mathématiques;Admis mention Assez Bien;07/2016   
2018-2019;667527;;MUNOZ;Alf;M;2000-12-14;FR;22960;Plédran;France;Non;En Terminale;D890478297F;Lycée à classe postbac;Lycée Ernest Renan;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;211587;;NAUDIN;Rayna;F;2000-08-24;FR;35690;Acigné;France;Non;En Terminale;V118323866M;Lycée sans classe postbac;Lycée Sevigne;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;519792;;NEAU;Maximilien;M;2000-04-05;FR;35220;Châteaubourg;France;Non;En Terminale;M651911959O;Lycée à classe postbac;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;854309;;NEDELEC;Braiden;M;2000-06-07;Hors UE;92140;Clamart;France;Non;En Terminale;V546817457M;Lycée à classe postbac;Lycée Louis Armand;Paris 14e  Arrondissement;75;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;298950;;NEDELEC;Davey;M;2000-12-19;FR;22110;Rostrenen;France;Non;En Terminale;X342260611V;Lycée à classe postbac;Lycée Paul Sérusier;Carhaix-Plouguer;29;France;Terminale;Terminale;STMG;;Mercatique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Mercatique;;
2018-2019;301801;;NEDELEC;Gore;M;2000-06-09;FR;53500;Ernée;France;Non;En Terminale;V459735211H;Lycée à classe postbac;Lycée Immaculee Conception;Laval;53;France;Terminale;Terminale;ES;;Sciences sociales et politiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Sciences sociales et politiques;;
2018-2019;332375;;NEDELEC;Jacquetta;F;2000-07-08;FR;29180;Plogonnec;France;Non;En Terminale;M550105402N;Lycée à classe postbac;Lycée Yves Thepot;Quimper;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;1155179;;NEGRE;Sanford;M;1999-05-25;FR;78200;Mantes-la-Jolie;France;Non;Non scolarisé;S729183143V;;Pigier St Quentin en Yvelines;Montigny le Bretonneux;78;France;2nd année d'études supérieures;BTS - BTSA;;;;;;Bac français obtenu;Economique et social;;Mathématiques;Admis mention Assez Bien;07/2016   
2018-2019;290439;;NEUVILLE;Mathew;M;2000-09-27;FR;35830;Betton;France;Non;En Terminale;B697012323G;Lycée à classe postbac;Lycée Jean Mace;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;667429;;NGUYEN;Gabriel;M;2000-03-30;FR;22170;Plélo;France;Non;En Terminale;V744178058M;Lycée à classe postbac;Lycée Ernest Renan;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;826475;;NICOL;Pascal;M;1999-08-23;FR;29000;Quimper;France;Non;En Terminale;B301822367C;Lycée sans classe postbac;Lycée Diwan;Carhaix-Plouguer;29;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Allemand;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;523218;;NICOL;Rowley;M;2000-10-10;FR;29600;Plourin-lès-Morlaix;France;Non;En Terminale;G476937447G;Lycée à classe postbac;Lycée Tristan Corbiere;Morlaix;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;544513;;NICOLLE;Zara;F;2000-05-17;FR;22540;Louargat;France;Non;En Terminale;B554866275M;Lycée à classe postbac;Lycée Auguste Pavie;Guingamp;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;219636;;NIEL;Jonathon;M;2000-06-14;FR;29200;Brest;France;Oui;En Terminale;F248842292N;Lycée à classe postbac;Lycée La Croix Rouge;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;436431;;NIEL;Newton;M;2000-06-21;FR;22450;Pommerit-Jaudy;France;Non;En Terminale;N574688694J;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;501212;;NIVET;Tucker;M;2000-06-07;FR;35170;Bruz;France;Non;En Terminale;N075194443X;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;135803;;NOE;Peter;M;2000-03-03;FR;44800;Saint-Herblain;France;Non;En Terminale;L474825986E;Lycée à classe postbac;Lycée Nicolas Appert;Orvault;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;544627;;NOGUES;Denver;M;2000-01-14;FR;22170;Plouagat;France;Non;En Terminale;M331852343R;Lycée à classe postbac;Lycée Auguste Pavie;Guingamp;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;1197844;;NOGUES;Lauressa;F;1999-02-06;FR;29280;Locmaria-Plouzané;France;Non;Scolarisé dans le supérieur en France;D281719849H;;EM Normandie;Caen;47;France;1ère année d'études supérieures;Ecoles de commerce;Programme Grande Ecole - International Track;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;07/2016   
2018-2019;634287;;NOGUES;Norm;M;2000-11-02;FR;29820;Bohars;France;Non;En Terminale;X178636745R;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;STI2D;;Architecture et construction;Anglais;Chinois;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;;
2018-2019;570805;;NOIROT;Elijah;M;2000-12-10;FR;22120;Yffiniac;France;Non;En Terminale;I259060745H;Lycée à classe postbac;Lycée Francois Rabelais;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;219910;;NOURY;Jemmy;M;2000-08-25;FR;29200;Brest;France;Non;En Terminale;O965102451N;Lycée à classe postbac;Lycée La Croix Rouge;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;416277;;NOURY;Joseph;M;2000-02-12;FR;44640;Saint-Jean-de-Boiseau;France;Non;En Terminale;H274611731K;Lycée sans classe postbac;Lycée Alcide D'Orbigny;Bouaye;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;228579;;NOURY;Lewin;M;2000-01-28;FR;44460;Avessac;France;Non;En Terminale;F716729548C;Lycée à classe postbac;Lycée St Sauveur;Redon;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
